Name,Friendly Name,Device Type,Company Name,Company Friendly Name,Site Name,Site Friendly Name,OS,OS Architecture,OS Language,IP Address,External IP Address,System Domain Role,Device Serial Number,Installed Date,System Model,Processor,Processor Type,Number Of Processors,Number of Cores,RAM (GB),Disk Manufacturer/Model,Disk Interface Type,Disk Volume (GB),Partitions,BIOS Version,BIOS Manufacturer,BIOS Serial No,Bios Product,Base Board Manufacturer,Device Time Zone,Last Check Date
BDR-SR-Deploy,BDR-SR-Deploy,Server,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),192.168.51.118,195.224.83.226,Standalone Server,7CE827P1MY,07/18/2025 04:05 pm,ProLiant MicroServer Gen10,AMD Opteron(tm) X3418 APU                      ,Central Processor,1,4,8.00,(Standard disk drives) / TOSHIBA HDWQ140,IDE,3726.02,1,5.12,American Megatrends Inc.,7CE827P1MY,BIOS Date: 05/15/2018 Ver: 5.12,HPE,(UTC +0100) BST,07/20/2025 03:54 pm
BDR-SR-Deploy,BDR-SR-Deploy,Server,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),192.168.51.118,195.224.83.226,Standalone Server,7CE827P1MY,07/18/2025 04:05 pm,ProLiant MicroServer Gen10,AMD Opteron(tm) X3418 APU                      ,Central Processor,1,4,8.00,(Standard disk drives) / 2-Power SSD2042B 256GB,IDE,238.47,3,5.12,American Megatrends Inc.,7CE827P1MY,BIOS Date: 05/15/2018 Ver: 5.12,HPE,(UTC +0100) BST,07/20/2025 03:54 pm
SF-Backup01,SF-Backup01,Server,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Windows Server 2022 Standard Evaluation 21H2,64-bit,English (United States),192.168.44.240,195.224.83.226,Standalone Server,5014-1697-8136-8309-5036-5703-89,03/05/2025 03:57 pm,Virtual Machine,Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,Central Processor,1,4,32.00,(Standard disk drives) / Microsoft Virtual Disk,SCSI,1500.00,1,Hyper-V UEFI Release v4.1,Microsoft Corporation,5014-1697-8136-8309-5036-5703-89,BIOS Date: 12/03/2020 Ver: Hyper-V UEFI Release v4.1,Microsoft Corporation,(UTC +0100) BST,05/14/2025 03:16 pm
SF-Backup01,SF-Backup01,Server,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Windows Server 2022 Standard Evaluation 21H2,64-bit,English (United States),192.168.44.240,195.224.83.226,Standalone Server,5014-1697-8136-8309-5036-5703-89,03/05/2025 03:57 pm,Virtual Machine,Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,Central Processor,1,4,32.00,(Standard disk drives) / Microsoft Virtual Disk,SCSI,100.00,3,Hyper-V UEFI Release v4.1,Microsoft Corporation,5014-1697-8136-8309-5036-5703-89,BIOS Date: 12/03/2020 Ver: Hyper-V UEFI Release v4.1,Microsoft Corporation,(UTC +0100) BST,05/14/2025 03:16 pm
SF-Win11,SF-Win11,Desktop,BDR Group,BDR Group,BDR - Stratford LAB,BDR - Stratford LAB,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.44.245,195.224.83.226,Standalone Workstation,2031-3195-3992-4719-0159-2389-53,03/05/2025 03:57 pm,Virtual Machine,Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz,Central Processor,1,2,16.00,(Standard disk drives) / Microsoft Virtual Disk,SCSI,150.00,3,Hyper-V UEFI Release v4.1,Microsoft Corporation,2031-3195-3992-4719-0159-2389-53,BIOS Date: 12/03/2020 Ver: Hyper-V UEFI Release v4.1,Microsoft Corporation,(UTC +0100) BST,07/18/2025 01:25 pm
MCS,MCSTidyCo - MCS Server VM,Server,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.238,109.234.204.74,Standalone Server,VMware-56 4d d9 ee 39 79 65 37-72 74 92 e8 9d f6 d0 4c,02/24/2025 03:37 pm,"VMware7,1",Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,Central Processor,2,4,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,500.00,1,VMW71.00V.15401161.B64.2001021853,"VMware, Inc.",VMware-56 4d d9 ee 39 79 65 37-72 74 92 e8 9d f6 d0 4c,BIOS Date: 01/02/2020 Ver: VMW71.00V.15401161.B64.2001021853,Intel Corporation,(UTC +0100) BST,07/21/2025 12:04 am
BDR-DT-1337,Midshire Vet - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 10.0.18362,64-bit,English (United Kingdom),172.16.1.3,81.168.112.208,Standalone Workstation,2PWPGZ2,02/24/2025 03:37 pm,OptiPlex 3070,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,Central Processor,1,6,8.00,(Standard disk drives) / PC SN520 NVMe WDC 256GB,SCSI,238.47,3,1.0.3,Dell Inc.,2PWPGZ2,BIOS Date: 05/30/2019 Ver: 1.0.3,Dell Inc.,(UTC +0100) BST,04/28/2025 05:05 pm
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Generic- MS/MS-Pro/HG USB Device,USB,0.00,0,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
Mitel-MCS-Server,Langmans Wellesbourne - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.1.3,80.47.91.39,Standalone Workstation,DTSY833,02/24/2025 03:37 pm,OptiPlex 3070,Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz,Central Processor,1,4,4.00,(Standard disk drives) / PM991 NVMe Samsung 128GB,SCSI,119.24,3,1.1.3,Dell Inc.,DTSY833,BIOS Date: 08/12/2019 Ver: 1.1.3,Dell Inc.,(UTC +0100) BST,07/21/2025 07:48 am
SBS-MCS_Server,SBS Ltd - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.16.201,109.170.163.163,Standalone Workstation,6PDSS33,02/24/2025 03:37 pm,OptiPlex 3070,Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz,Central Processor,1,4,4.00,(Standard disk drives) / NVMe KBG40ZNS128G NVM,SCSI,119.24,3,1.3.1,Dell Inc.,6PDSS33,BIOS Date: 02/06/2020 Ver: 1.3.1,Dell Inc.,(UTC +0100) BST,06/26/2025 06:00 am
DESKTOP-BA5LM3A,LT and R Vowles,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United States),192.168.1.250,87.75.68.206,Standalone Workstation,PC0KZYUG,02/24/2025 03:38 pm,10NM0023UK,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,Central Processor,1,2,4.00,(Standard disk drives) / WDC WD5000AZLX-08K2TA0,IDE,465.76,3,M16KT24A,LENOVO,PC0KZYUG,BIOS Date: 01/17/2017 Ver: M16KT24A,LENOVO,(UTC +0100) BST,07/20/2025 02:27 pm
iCall-MadGroup,MAD Group - iCall,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.1.199,80.69.129.170,Standalone Workstation,J0V9MM2,02/24/2025 03:38 pm,Precision Tower 3420,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,Central Processor,1,4,8.00,(Standard disk drives) / HGST HTS721010A9E630,SCSI,931.51,3,2.3.5,Dell Inc.,J0V9MM2,BIOS Date: 08/06/2017 Ver: 2.3.5,Dell Inc.,(UTC +0100) BST,05/30/2025 03:09 am
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Generic- SM/xD-Picture USB Device,USB,0.00,0,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Generic- SD/MMC USB Device,USB,0.00,0,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Generic- Compact Flash USB Device,USB,0.00,0,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Hitachi HDS721050CLA362,SCSI,465.76,1,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
SGVTUK-APPLI01,Gravograph MCS,Server,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows Server 2016 Standard 10.0.14393,64-bit,English (United States),172.17.3.4,185.114.123.207,Member Server,VMware-42 24 aa e6 7b dc 11 73-a4 49 bb 02 a7 b9 71 31,02/24/2025 03:38 pm,"VMware7,1",Intel(R) Xeon(R) Gold 5118 CPU @ 2.30GHz,Central Processor,4,1,4.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,70.00,3,VMW71.00V.23553139.B64.2403260936,"VMware, Inc.",VMware-42 24 aa e6 7b dc 11 73-a4 49 bb 02 a7 b9 71 31,BIOS Date: 03/26/2024 Ver: VMW71.00V.23553139.B64.2403260936,Intel Corporation,(UTC +0100) BST,07/21/2025 05:18 am
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Generic- SD/MMC/MS/MSPRO USB Device,USB,0.00,0,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
BDR-DT-1337,Midshire Vet - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 10.0.18362,64-bit,English (United Kingdom),172.16.1.3,81.168.112.208,Standalone Workstation,2PWPGZ2,02/24/2025 03:37 pm,OptiPlex 3070,Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz,Central Processor,1,6,8.00,(Standard disk drives) / WDC WD5000AAKX-60U6AA0,SCSI,465.76,2,1.0.3,Dell Inc.,2PWPGZ2,BIOS Date: 05/30/2019 Ver: 1.0.3,Dell Inc.,(UTC +0100) BST,04/28/2025 05:05 pm
ACC-BIT-VREC,AirCon Co - MCS Server,Desktop,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows 10 Pro 22H2,64-bit,English (United Kingdom),"172.16.1.50, 192.168.1.30",195.224.158.250,Member Workstation,CZC0015185,02/24/2025 03:38 pm,HP Z400 Workstation,Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz,Central Processor,1,4,12.03,(Standard disk drives) / Intel Raid 1 Volume,SCSI,465.76,2,786G3 v03.07,Hewlett-Packard,CZC0015185,BIOS Date: 04/06/2010 Ver: 786G3 v03.07,Hewlett-Packard,(UTC +0100) BST,07/20/2025 07:13 pm
MCS,MCSTidyCo - MCS Server VM,Server,BDR Group,BDR Group,BDR - Telecoms,BDR - Telecoms,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),10.1.1.238,109.234.204.74,Standalone Server,VMware-56 4d d9 ee 39 79 65 37-72 74 92 e8 9d f6 d0 4c,02/24/2025 03:37 pm,"VMware7,1",Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,Central Processor,2,4,32.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,3,VMW71.00V.15401161.B64.2001021853,"VMware, Inc.",VMware-56 4d d9 ee 39 79 65 37-72 74 92 e8 9d f6 d0 4c,BIOS Date: 01/02/2020 Ver: VMW71.00V.15401161.B64.2001021853,Intel Corporation,(UTC +0100) BST,07/21/2025 12:04 am
BDR-DT-2059,BDR-DT-2059,Desktop,BDR Group,BDR Group,BDR Windows 11 upgrade -Test-,BDR Windows 11 upgrade *Test*,Microsoft Windows 11 Pro 24H2,64-bit,English (United States),192.168.51.146,195.224.83.226,Member Workstation,5M7JF73,01/07/2025 11:28 am,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Central Processor,1,6,8.00,(Standard disk drives) / BC511 NVMe SK hynix 256GB,SCSI,238.47,4,2.30.1,Dell Inc.,5M7JF73,BIOS Date: 04/02/2025 Ver: 2.30.1,Dell Inc.,(UTC +0100) BST,07/18/2025 04:16 pm
BDR-DT-AA12624,BDR-DT-AA12624,Desktop,BDR Group,BDR Group,BDR Windows 11 upgrade -Test-,BDR Windows 11 upgrade *Test*,Microsoft Windows 11 Enterprise 24H2,64-bit,English (United Kingdom),192.168.51.148,195.224.83.226,Standalone Workstation,1BWVRF3,10/14/2024 12:10 pm,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Central Processor,1,6,8.00,(Standard disk drives) / KBG40ZNS256G NVMe KIOXIA 256GB,SCSI,238.47,3,2.30.1,Dell Inc.,1BWVRF3,BIOS Date: 04/02/2025 Ver: 2.30.1,Dell Inc.,(UTC +0100) BST,07/18/2025 09:00 am
DNS2,DNS2,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),192.168.57.111,5.102.169.44,Backup Domain Controller,VMware-56 4d 06 1e 0e 1e 75 6b-84 b6 45 49 a1 c5 dc 3e,12/24/2024 04:59 pm,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,Central Processor,1,1,4.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d 06 1e 0e 1e 75 6b-84 b6 45 49 a1 c5 dc 3e,BIOS Date: 07/28/2017 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 04:41 am
cr1,cr1,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),192.168.57.80,5.102.169.44,Member Server,VMware-56 4d 31 74 65 b2 d7 d1-47 9b a1 b2 bf 6a 2a e2,12/24/2024 04:30 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,Central Processor,8,1,50.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,1024.00,1,6.00,Phoenix Technologies LTD,VMware-56 4d 31 74 65 b2 d7 d1-47 9b a1 b2 bf 6a 2a e2,BIOS Date: 09/30/2014 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 01:33 am
DNS1,DNS1,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),192.168.57.11,5.102.169.44,Primary Domain Controller,VMware-56 4d e4 81 89 9b 94 01-f1 e0 a2 53 ef e7 2c 9e,12/24/2024 04:46 pm,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,Central Processor,1,1,12.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,128.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d e4 81 89 9b 94 01-f1 e0 a2 53 ef e7 2c 9e,BIOS Date: 07/28/2017 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 10:20 am
CRWIN10_2,CRWIN10_2,Desktop,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.57.82,5.102.169.44,Member Workstation,VMware-56 4d 80 bd 0a 85 14 b2-a6 3c 92 c0 d6 1c e6 20,01/06/2025 03:42 pm,"VMware7,1",Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,Central Processor,2,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,128.00,3,VMW71.00V.7581552.B64.1801142334,"VMware, Inc.",VMware-56 4d 80 bd 0a 85 14 b2-a6 3c 92 c0 d6 1c e6 20,BIOS Date: 01/14/2018 Ver: VMW71.00V.7581552.B64.1801142334,Intel Corporation,(UTC +0100) BST,07/20/2025 09:21 pm
AdminPC3,AdminPC3,Desktop,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows 10 Enterprise 22H2,64-bit,English (United Kingdom),192.168.57.131,5.102.169.44,Member Workstation,VMware-56 4d aa 8b 9b 78 a3 bb-a2 8a 76 ce 5e ff f1 f2,01/06/2025 04:52 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,Central Processor,1,2,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,80.00,3,6.00,Phoenix Technologies LTD,VMware-56 4d aa 8b 9b 78 a3 bb-a2 8a 76 ce 5e ff f1 f2,BIOS Date: 09/30/2014 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 01:53 am
vcontactsql-2,vcontactsql-2,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),192.168.57.75,5.102.169.44,Member Server,VMware-56 4d fe cc 37 f6 07 01-af c1 c5 38 9a 9c 3c 14,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,Central Processor,2,2,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d fe cc 37 f6 07 01-af c1 c5 38 9a 9c 3c 14,BIOS Date: 07/28/2017 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 07:32 pm
vcontactsql-2,vcontactsql-2,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2019 Standard 10.0.17763,64-bit,English (United Kingdom),192.168.57.75,5.102.169.44,Member Server,VMware-56 4d fe cc 37 f6 07 01-af c1 c5 38 9a 9c 3c 14,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,Central Processor,2,2,16.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,100.00,1,6.00,Phoenix Technologies LTD,VMware-56 4d fe cc 37 f6 07 01-af c1 c5 38 9a 9c 3c 14,BIOS Date: 07/28/2017 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 07:32 pm
cr1,cr1,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),192.168.57.80,5.102.169.44,Member Server,VMware-56 4d 31 74 65 b2 d7 d1-47 9b a1 b2 bf 6a 2a e2,12/24/2024 04:30 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,Central Processor,8,1,50.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,150.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d 31 74 65 b2 d7 d1-47 9b a1 b2 bf 6a 2a e2,BIOS Date: 09/30/2014 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/21/2025 01:33 am
vContactCentre,vContactCentre,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),192.168.57.70,5.102.169.44,Member Server,VMware-56 4d f6 92 39 81 4b 44-9d 79 82 a2 5d 77 d2 bd,01/02/2025 02:38 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,Central Processor,2,4,12.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,200.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d f6 92 39 81 4b 44-9d 79 82 a2 5d 77 d2 bd,BIOS Date: 09/30/2014 Ver: 6.00,Intel Corporation,(UTC +0100) BST,07/20/2025 01:37 pm
VICOMCONTACT,VICOMCONTACT,Server,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows Server 2012 R2 Standard 6.3.9600,64-bit,English (United Kingdom),192.168.57.71,5.102.169.44,Member Server,VMware-56 4d 22 bc 48 3e 24 22-e1 12 e7 35 9f da 02 94,10/14/2024 12:09 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,Central Processor,2,4,30.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,210.00,2,6.00,Phoenix Technologies LTD,VMware-56 4d 22 bc 48 3e 24 22-e1 12 e7 35 9f da 02 94,BIOS Date: 09/30/2014 Ver: 6.00,Intel Corporation,(UTC +0100) BST,04/14/2025 03:59 am
adminpc2,adminpc2,Desktop,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows 10 Pro 10.0.17763,32-bit,English (United Kingdom),192.168.57.130,5.102.169.44,Member Workstation,VMware-56 4d 40 8b 07 63 da 4e-38 01 fc 4f 57 51 70 a9,01/06/2025 05:29 pm,VMware Virtual Platform,Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,Central Processor,1,4,3.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,-,50.00,0,6.00,Phoenix Technologies LTD,VMware-56 4d 40 8b 07 63 da 4e-38 01 fc 4f 57 51 70 a9,BIOS Date: 09/30/2014 Ver: 6.00,Intel Corporation,(UTC +0000) GMT,02/11/2025 02:26 pm
CRWIN10_2,CRWIN10_2,Desktop,BDR Group,BDR Group,ICOM-Mitel,ICOM-Mitel,Windows 10 Pro 22H2,64-bit,English (United Kingdom),192.168.57.82,5.102.169.44,Member Workstation,VMware-56 4d 80 bd 0a 85 14 b2-a6 3c 92 c0 d6 1c e6 20,01/06/2025 03:42 pm,"VMware7,1",Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,Central Processor,2,1,8.00,(Standard disk drives) / VMware Virtual disk SCSI Disk Device,SCSI,2048.00,1,VMW71.00V.7581552.B64.1801142334,"VMware, Inc.",VMware-56 4d 80 bd 0a 85 14 b2-a6 3c 92 c0 d6 1c e6 20,BIOS Date: 01/14/2018 Ver: VMW71.00V.7581552.B64.1801142334,Intel Corporation,(UTC +0100) BST,07/20/2025 09:21 pm
